label,text
positive,"One of the things I love in life the most is BRUNCH! The brunch at Bouchon has to be one of the best in town- definitely the best on the strip. \n\nThey have a large assortment of fresh fruit pastries drinks and entrees. I really enjoyed their pastry platter (a chefs selection) and their omelette special which was ham and English cheddar. The waiter brought over the pastries first and explained what each one was. They gave us a sweet and savory selection which was really nice. Both were spectacular. Another item on the menu I highly recommend are the donuts. They are covered in cinnamon sugar and served with berry compote vanilla and chocolate sauces. A little decadent for breakfast but for brunch I'd order 6!\n\nOverall this place has a magnificent ambience great service and wonderful food. Their something on the menu for the savory brunch lover the \"I'm actually gonna order lunch for brunch\" guy and the sweet tooth! Gotta try it at least once."
positive,"I had read some great Yelp reviews about this place and anything Keller has got to be good. So I figured when in Rome....\n\nOr is it when at the Venetian do as the French do?  Very confusing. So as I swaggered out of the hotel in the morning to my trade show at the convention center I made a 6:30 dinner reservation for later that night. Oh man it smelled good I almost stayed for breakfast.\n\nAfter a long day at the convention center it came time for dinner and man I couldn't wait to dive into Bouchon and do a French belly flop!  \n\nI was immediately seated and my first (of many) waiters came to get me started off. I'm not much of a wino so I asked about the beer selection they had to offer and settled on a dark pumpkin spice number.\n\nThe 2nd was  bringing some bread shells and pistachio's  http:\/\/www.yelp.com\/biz_photos\/bouchon-las-vegas?select=w-8xsdNVt1DXAJhXaGNLsw#gQ8-2YOTknwRmAxwp1fVEw   as the 3rd waiter was showing me the menu. A newsprint deal that wrapped around the cutlery and napkin.  Crap! I told the waiter I don't have my glasses and can hardly see. The restaurant was dim and oozed romance too bad I was alone and blind. But waiter #3 to the rescue! He had a mini LED flashlight and I was able to read the menu and find some choices for my dinner!\n\nSTARTERS: \nFrench onion soup ... What else? I love FR Onion soup and Bouchon's soup is no slouch. It kicked ass! One of the best I've ever eaten. 4.5*****Stars http:\/\/www.yelp.com\/user_local_photos?select=yXvxjUxdZxTXkv4b1pp6HA&userid=EMMzx-gGDKsU4enmbae6dw\nI finished every drop!\nhttp:\/\/www.yelp.com\/user_local_photos?select=_ncmx4f7Cpjk-12I0buXgQ&userid=EMMzx-gGDKsU4enmbae6dw\n\nSALAD: ... Salade Maraîchère au Chèvre Chaud\nI can't even pronounce half of that but it was a great fru fru salad with a tasty hunk of goat cheese and a delish red wine dressing I ate every leaf of that bad boy. 4.****Stars\nhttp:\/\/www.yelp.com\/user_local_photos?select=iK0praadEO0s1HXWN_P5iA&userid=EMMzx-gGDKsU4enmbae6dw\n\nENTREE: ... I ordered the Steak Frites. OMG that steak was heavenly! Melt in my mouth tender juicy and  topped with caramelized shallots & maître d'hôtel butter (light garlic butter and caramelized onion medley). One of the best steaks I've ever eaten. The mountain of shoe string fries never got limp or soggy and were a perfect match for my steak. 5****Stars\nhttp:\/\/www.yelp.com\/user_local_photos?select=lilGGLerloMXwscZ4D2TCg&userid=EMMzx-gGDKsU4enmbae6dw\n\nDESERT: ... I managed to strike up a conversation with the guy to my left who it turns out was the Keller resturants IT guy who was visiting for work he suggested the Poire Belle Hélène for my dessert. OK I'm game I said. The poached pear and hazelnut ice cream with a chocolate sauce was spot on. Too bad my camera died but my tongue was working overtime on this insider tip. 5*****Stars\n\nThe restaurant is impeccable and the service here is top notch!  I had a great experience here and can't wait to come back again."
positive,"Aloha Specialties is seriously a hidden gem. The food is cheap and delicious. Order at the counter and find a table. \n\nOcha zuke ($11.50): fried soba teriyaki chicken spam and tofu accompanied with fishcake assorted pickles hot green tea and rice. I didn't get the chance to eat the whole thing because I lost my appetite when I was there. I did taste almost everything and it's very good for the price. \nHaupia ($1.25): I only had one bite of the haupia. I could kinda taste the coconut and it was kinda good. \nFruit punch: I love drinking fruit punch with my Hawaiian food. \n\nA little piece of HAWAII inside the CALIFORNIA hotel in LAS VEGAS. What more can you ask? Too bad they were out of the oxtail soup when I was there. \n\n4 stars!! I hope I'll get another chance to try this restaurant again.\n\nAloha Specialties is yummylicious!!"
positive,"Its Vegas time again!!!  \n\nOn my most recent trip to the Ninth Island I hit three places I want to share.  I finally dropped by here after I started Yelping.  Aloha Specialties is in the California Hotel in DT Vegas.  The hotel caters to junkets from Hawai'i and AS offers local casual cuisine.\n\nI ordered the Aloha Bento ($10.95 - Teri beef Redondo hot dog korean spiced chicken & mahi mahi over furikake rice).  In addition I got a side of mac salad ($1.95).  My wing man ordered the chicken tofu saimin ($6.95) w\/ wun tuns ($1.50).\n\nThe bento was a ton of food!  However none of the items really wowed you.  In addition the mahi mahi was buried under tartar sauce.  Nonetheless its hard to get Redondo brand sausages & hot dogs on the mainland:  3.5 Stars.  Secondarily the mac salad was excellent.  It was made w\/ Hellmans vs Best Foods and you could taste the difference.  But the portion was so big I was stuffed afterwards.  I'd rather have a smaller portion of mac salad and remove one of the proteins or give less rice in the bento.  There is way too much rice in the bento:  4 Stars.  Lastly my wingman really liked his saimin.  The portion was large the noodles were chewy and you received a ton of wun tuns for $1.50:  5 Stars.\n\nRegarding the ambiance it is a traditional casual Hawaiian place.  The only difference is they bring the food to you:  4 Stars.  On the other hand I thought the cashier was giving me attitude at first but I realized she just had a \"bitchy resting face\" - a la youtube - LOL!  She was actually nice as was the waitress who brought our food:  4 Stars.\n\nI know of no better place to enjoy Hawaiian grinds close to the strip.  In addition if you find yourself in the California Hotel between 11 pm & 9 am the coffee shop downstairs serves oxtail stew - Ono grinds!!!"
positive,"The second highest population of Hawaiians are located at The California Hotel in Vegas. It's true! If you've been at this hotel you'll know what I'm talking about. You know this place is good since you'll notice the amount of old timers here. \n\nAloha Specialties is my must visit when I'm in town. It's the same order every time. Garlic chicken served crispy on both sides. Gravy on the side. Comes with three slabs of chicken rice and mac salad. Hawaiian Sweet Punch is a definite must. One of these days I'm going to ask them to spike it with vodka. I always forget to ask. \n\nNothing fancy. Just good comfort food and friendly people."
positive,"A visit to Las Vegas is not complete to us until we visit California Hotel and dined at Aloha Specialties. It just isn't. We've been going to Aloha Specialties for as long as I remember.\n\nSaimin soup is my go to dish here. Broth is excellent and noodles are perfect. A good soup for a cold night. Yum yum. \n\nGarlic Chicken is the bomb. Crispy and garlicky goodness. Mac salad was on point. I just have to remember to ask for gravy on the side lol. \n\nSpam musubi for the win. Delicious!!\n\nService is friendly and fast. \nPrice is reasonable and its CASH only here. \n\nIf you're looking for good True Hawaiian food look no further. You're in the right restaurant =)"
positive,"Going to scramble makes me happy! My friends and I like to brunch here and maybe it's their company combined with good food that's doing the trick but something about going here brings me joy. \n\nThere's usually a line out the door but it moves fast. They have a menu in the hallway so you can decide on your order while you wait in line. They bring the food to your table but everything else is self serve like getting your cutlery napkins etc. \n\nThe food is delicious I have never been disappointed nor have ever heard my friends complain about their food. I have gotten the strawberry filled fresh toast which was delicious and recently got the regular french toast which is honestly just as good so just depends on what I am in the mood for. The savory items on their menu look delicious but only if I can keep my sweet tooth under control I would order them. I usually just end up stealing some from my friend's plate oh! yum hash browns! \n\nThe OJ and other drinks come in a to-go cup which is convenient if you don't end up finishing it which is not the case with me. The place is clean including the bathrooms. They have a pretty spacious patio I always leave telling myself I will eat there next. So maybe next time I will!"
positive,"I was sitting in a Thai Restaurant no less than 500ft away when I saw Tricia F's check in for OHSO.  Since I was waiting for my daily special to arrive I perused the photos from OHSO and made plans to swing by.\n\nToday was a day made for al fresco burgers and pie at OHSO.  The sun warmed me as light breezes visited my table.  I was a little apprehensive about going with another burger given the let down experience at Rehab Burger Therapy.  It was just too soon... but I had missed the AYCE Backyard BBQ cutoff time so a BBQ Burger it was!\n\nI was very pleased with the taste and since I ordered it med rare it oozed wonderful juice subsequent to every luscious bite which the substantial bun sopped up.  The fries were nice thin shoestring with a sprinkle of chopped parsley.  I dont know I'm just making stuff up now.\n\nThe pies de resistance (which is weird because the word 'pie' is in the phrase) was the Caramel Apple Pie from that one good pie place.  I think it's called like Pie Snob or something.  It was worth going up a jeans size for.\n\nI take that back.  It wasnt worth it... because now I'm going to have to go out and try on some jeans and I can never find a size that fits me right out of the gate.  It's always like 4 trips back and forth.  Take tight jeans off try fat jeans on look in mirror with disgusted expression take fat jeans off squeeze back into them darned tight jeans again and waddle back to the display to rife through stacks of folded pants to find a different size.\n\nBut the pie was really good"
positive,"Very excited to have this amazing Indian restaurant close to where I live work and play. The restaurant is simply beautiful the food is top notch and the service was excellent.\n\nWe started with the garlic Naan bread and Baingan Bharta which is Tandoori smoked eggplant that is mashed with various herbs. It comes in a small half size pot for half the price making it easy to combine with any entree. The flavors were extraordinary.\n\nThis was followed by two curry entree's each served with long grain white rice. We had the Chicken Tikka Masala and the Lamb Vindaloo at a medium spice level. The Tikka Masala has marinated chicken chunks with an onion-tomato tandoor sauce. The Vindaloo has a distinctive onion garlic red chili & vinegar sauce flavor. They were both mouth-watering!  - but literally the Vindaloo was slightly more spicy than the Tikka Masala due to the red chili's. Of course the temperature is nothing for those that enjoy heaping spoonfuls of overpowering spiciness on a regular basis.\n\nI can't wait to try more items on the menu. \n\nThe only downside: The restaurant has a \"suggested\" gratuity on the check that is between 15-20% of the grand total including tax. Gratuity should not be factored on top of sales tax; maybe the restaurant is hoping for the extremely generous types that likes tipping more than 20%."
positive,"Attractive interior colors art design table settings. There was even a couch table... Well that's what I wanna call it. I admired the peacock curtains - super pretty. Good service; birthday girl waitress informed us she will be leaving for the night but the others can assist. No delay in any wait. Water glasses filled without asking.\n\nChana masala was okay. The chickpeas were whole.  Decent serving bowl size. Seems best to eat it with naan. Flavor spice was 3 that tasted more like 1. Weren't sure with the spice level here as other places seem to vary with what is considered spicy. \n\nLamb tikka masala extremely excellent! Could boost up the spice level in this one too. Nicely paired with mushroom rice. Would definitely order this again and highly recommend this dish. With the sauce left over makes perfect for naan scooping. This holds the highest rank of what we ordered for dinner.\n\nMushroom rice... really good. Seemed a little moist than expected but rice wasn't stuck together. Rice has several choices other than mushroom to include in ordering rice.\n\nGarlic naan was semi burnt. The puffy parts of the bread looked like burnt bubbles. Still finished it since the bottom was edible and garlic flavor was still present on the taste buds.\n\nIndian flavor score 4.5****. Was thinking how much more better fresh cooked food tasted than the ready mades I usually purchase for my easy lunches. Yeah this place gets my vote for a return visit."
positive,"I guess the reviews do not lie. This restaurant was great. To start our meal we ordered the garlic shrimp as an appetizer. This dish was composed of five shrimp and a sweet and sour sauce. Although the appetizer was good I dont think I would order it again. For our main entree we ordered the Saab (green curry) with lamb and the chicken tikka masala. Although they were both great options the chicken tikka masala was exceptional. The flavors were very good and authentic. The portion sizes were reasonable and great for sharing.  The decor of the restaurant was modern but at the same time had a good Indian touch. I was also very satisfied with the service. The employees appeared to enjoy their job. Overall a great restaurant to come back if you are craving some indian food."
positive,"It won't take a psychic to see more Indian dinners in my future now that there's a quality spot around these parts.\n\nI was sold on Lamb Rogan Josh within seconds of perusing the menu.  The boneless pieces of braised lamb in thick rich curry hit the inside \"spot\" that only Indian cuisine can.  The slow cooked tenderness of the meat was ideal and required minimal work with a knife.  Hearty and comforting it was like wearing a mental snuggie.\n\nMy wife got the Saag Paneer and enjoyed every bit of its pureed spinach glory.  Their homemade cheese was a bit different than any other we've tried as it was softer more like buffalo mozzarella yet it still retained some of that signature firmness that made it undeniably paneer.  Maybe their secret is milk with a higher fat content?  We ordered this dish \"hot\" which wasn't over the top spicy but a nice smooth burn from start to finish.   \n\nThe $6 vegetable sides were great to see as well.  Many places don't offer a half portion so if I really wanted Chana Masala my only choice would be to order an extra entrée.  We went with the Baingan Bharta basically an eggplant mash which was a nice change up from the other plates.  I also liked that the bowls of rice that accompanied each dish were of generous portions unlike their only nearby competitor a few miles south which only offer rice in a kid size.\n\nI am curious to see if they stick with entrees for lunch or cave with the rest of the in crowd and go buffet.  That won't deter me from going back during those hours though.  Can't wait to try more!"
positive,"New place! New vibes! Familiar tastes...\n\nI've been watching this building come together for months so I was super excited to finally walk through the beautiful doors. \n\nWhen it comes to first impressions it was love at first sight. A major wow factor! Whoever designed this place deserves 5 stars. They brought the beauty of Mexico to us in Vegas! It reminded me of the movie ~ Original Sin with Angelina Jolie. \n\nI do have one note about the design and that's the little room behind the beautiful staircase. I highly suggest that room is used for private parties & events only because customers don't get the true experience sitting there. We were guided over to it and I said no way then we were sat in the lovely courtyard & I couldn't get enough of that space! Art central fountain & greenery surrounded us and I loved it all. \n\nThe service was fantastic & I'm even going to give a shoutout to Jason who took great care of us and was also very sweet & funny. \n\nThe food was good not amazing. I've definitely had better but everything also tasted better sitting in this space. We also only tried one thing but that's how it goes sometimes. We ordered the enchiladas de Langosta which were filled with lots of luscious lobster. Prices are high here but they definitely didn't gip us on the seafood. I also need to add that the portions are HUGE. We shared and couldn't even finish everything. \n\nThe black beans lacked in flavor & were a tad undercooked. The green rice was perfect and the creamy chipotle sauce was super rich a tad too rich for me. Overall it was good but not amazing. I needed bolder flavors but I'm still interested in going back & trying something else. The menu itself offered a lot of classics & a few unique dishes so it'll have something for everyone."
positive,"Thai food... what can I say?! I like it HOT!!! Oh man I love me some Thai food and Archi's Thai hits the spot!! It's neat and clean service is fast food is delicious and it's around the corner from my house so 5 stars all the way around from me!!!\n\nI've actually been a fan of Archi's from the early 2000's when they only had their original location Archi's Thai Kitchen off of Torrey Pines and Flamingo.. moved away from Vegas for college and came back to find they have 3 total locations Archi's Thai Kitchen in Spring Valley Archi Thai Cafe in Summerlin and this location is Southwest Archi's Thai Bistro. I've been to all 3 locations and I have to say that Archi's is definitely one of my most favorite local Thai restaurants. I do know that the owners are from Vegas so I'm all for supporting local business!!\n\nI'm a huge fan of lots of the dishes here because they stick to traditional dishes simple yet traditional plating and true Thai spice level options (1-10). I love love love Thai sticky rice especially to go with the Thai beef jerky!! Thai noodles are probably on the top of my list of favorite types of noodles! Pad See Ew and Pad Thai are my top favs and you can never go wrong when having these two dishes!! Papaya salad is always picked when I dine with my family as our salad option and Panang Curry is the favorite choice of curry! \n\nArchi's also has great lunch special!! Their plum sweet and sour sauce I find savory and unique but not too far off the traditional path. I'm all for fusion style food places but I guess I'm more of a tradition gal when it comes to certain styles of Asian food because of my upbringing.. and Thai food is definitely traditional preference for me! \n\nFood here is leveled on spices just right.. 10 level being Thai spicy. I'm in the 4-6 range I like the kick in my mouth and a little bit of sweat on my brow.. but I like to still enjoy the food and not have my mouth on fire. I've never experienced terrible service food comes always rather quickly and never had a salty plate. Each Thai dish always is solid with the rich Thai spices and full flavor without it being salty. They also offer spice trays upon request to spice up your life or your mouth even more if they didn't add enough. \n\nThai food can be a bit on the oily side but it's never swimming in oil. This location especially is very elegant in their furniture and atmosphere. Their lunch is always busy and packed and always professional individuals in suites always dining here during their lunch times so be prepared to wait during lunch or call in your food early.\n\nHighly recommend this Thai spot and support your local business owners and drop on in here for some authentic Thai cuisine!"
positive,"This review is way overdue! \n\nI believe I must be Japanese stuck in a white girl shell who happened to be born in Poland. \n\nIf I could I would eat sushi for breakfast lunch & dinner (also snacks). Sakana is my favorite sushi spot in town & I've been to most of them from the hole in the walls to the fancy & overpriced ones. \n\nWhat makes this place special? \n\n1. It's cozy & super cute with so many fun little touches. \n2. The service is always on point.\n3. The sushi!!!!!!!!!!!!!!!!\n\nHave you ever thought to yourself this piece of fish is too big for this little wad of rice? This place spoils you! Most all you can eat places don't believe in this philosophy & gyp you on all the good stuff. \n\nThere are so many great menu items here & the options are endless. Some of my favorites are -\n\nSuper white (check out the HUGE cuts)\nScallop sushi\nUnagi sushi\nUni!!!!!!!!!\nWet dream\nThe shit (spicy & sweet goodness)\nPang (on toast! Amazing!)\nMistake roll\nGarlic tuna sushi\nOrange blossom roll (refreshing)\nPopcorn lobster roll\n\nAnd hands down my favorite item - monkey brains! * two words banana tempura :)\n\nAlso the mini honey toast is the perfect way to end your meal here.\n\nFor any sushi lovers this is the place to try! Expect to wait to be seated & just know that it's totally worth it :)"
positive,"\"As gas prices continue to drop 28 states are now selling regular gasoline for less than $2 a gallon. It's getting cheaper to pump two gallons of gas outside the station than it is to pump two squirts of nacho cheese inside.\" ― Jimmy Fallon\n\nPfft you know that quote is old.  Gas is expensive AF.\n\nJoyride Taco House is my waifu's Kazi H. favorite place for Taco Tuesday.  Although we have never gone together or even the same location this place is great.  Happy hour is from 3PM-5PM and that makes my wallet and me pleased.  You can get tacos for $2 a pop nachos for $6 and $5 margaritas.  They also serve beer too.\n\nFood is great location is amazing and the staff is friendly.  Sit at the bar for the best service imaginable and check out all their nerdy artwork.  Joyride is a great place for a quick bite [especially during HH]!\n\nI'm not into competitive eating unless someone orders nachos \"for the table.\""
positive,"Jack Black may be known for the \"Get That Corn Outta My Face!\" meme where he slaps two ears on a stick from Esqualito's hands.  It was probably because Hector scored the offending vegetable from America's Taco Shop which has an embarrassingly bad rendition of this barrio sensation.\n\nI shall be known as the \"Get That Corn Inta My Face!\" guy after ordering elote from the Joyride app offering.  I am the Albexican and know good corn Mexican.  Yeah that rhymed I do it all the timed!\n\nAnother win for the vegetarians comes in the Garden Variety Burrito enchilada style... sawed in half with competing red and green sauces covering each dismemberment.  Snicker's could never satisfy like this\n\nLil tip... when you order say a... pineapple auga fresca... drink it quickly.  If you let it sit the ice will melt and you'll end up with a watered down agua fresca... and your heart will be sad.\n\nFinally and potentially the most important aspect (depending on if you're actively on laxatives or not)... the bathroom scene.  Let's taco bout it.\n\nThere's three doors.  Choose wisely don't doddle.\n\n1. Guys & Gals (The most spacious of the three.  Like driving a Chevrolet Cordova)\n2. Gals & Guys (This is the middle child... we'll call it Jan Brady)\n3. Gals  (VERY CRAMPED... because gals get cramps?  I dunno...)"
positive,"After this morning BK breakfast fiasco I still wanted breakfast.  This place is like Campbell's soup good mmmm mmm mmmm. I had country breakfast plate eggs  and bacon cooked perfect. Don't judge but also had blueberry pancakes. My gf had the blue plate omelet( the yummy one with avacados). I can't say enough how great the food and service was. Love great diner's like this."
positive,"Incredible lobster rolls in the middle of the desert!\n\nSustainable seafood direct from Maine in 72 hours.  It's served up by this small Main based chain the simple authentic way.  Part of Fashion Show Mall (look for the small circular \"shack\" fronting LV BLVD).\n\nI know I know.  Vegas locals feel free to slap me.  But you'd be missing out if you shun it just because of its location.\n\nRolls are simple.  Fresh soft somewhat dry (a good thing) mayo butter well cooked juicy seafood and a hit of spices similar to Old Bay.  That's it.  Lobster lump crab or shrimp.  Not very large 7\" rolls.  All overstuffed.  If I had to guess about 1\/4lb of seafood in each.  Balanced not over the top.\n\nThe lobster itself plump juicy sweet tender that only a cold water Maine lobster delivers.  Each roll has a softer claw and generous portions of tail meat.  If you're lucky a knuckle.  \n\nWonderfully creamy lobster bisque (a shot of bourbon would make this incredible) excellent New England chowder.  Lots of tender clams and clam flavor.\n\nFinally don't pass on the seasonal lobster grilled cheese.  OK so a $13 grilled cheese sounds ridiculous but buttery toasted white bread chunks of lobster enrobed in melting pull apart gooey Gruyere.  The crab grilled cheese not far behind.  Think of your favorite crab dip turned personal sandwich.  Seriously good on a cool fall day.\n\nNote:  The shack has only a few tables so you may have to take it to go.  Plenty of stairs and walls around.\n\nPrices in line (about $0.50 more than their Maine location).\n\nWell worth venturing outside if shopping the holiday season."
positive,"Where to find the best lobster roll ever? None other than the Las Vegas Strip. Yes you read that correctly. Luke's Lobster where have you been all my life?! Luke's started as a vision of a Maine native and lobster-man Luke Holden. For those of you not on the East Coast you're in for a treat because Las Vegas is the only West Coast location. If you are in the area do not miss this little kiosk. Luke's Lobster is located near the Fashion Show Mall right by Neiman Marcus. It's very easy to miss as it is a small kiosk in between a bunch of other stores and attractions. We took an Uber ride here to avoid any parking issues and there was not much of a line at the kiosk. The guy working the register was super friendly and interactive. He knew about the product and menu and was able to explain how it all goes down. The lobster is top quality and sourced from trusted fisherman. I was ready to try this little hole in the wall and judge it myself. I ordered the one and only thing I came for the lobster roll.\n\nThe lobster roll was delivered to our little patio table in a basket that made my eyes light up. A quarter pound of chilled wild caught lobster in a toasty split top bun with melted lemon butter mayo and the secret seasoning. One word phenomenal. The warm crisp bun topped with a generous portion of buttery creamy lobster blew my taste buds and mind away. Talk about a few moments of bliss. That's how long it took me to wolf down this roll just a few minutes. There is more good news. This amazing fulfilling delicious roll that I speak of is only 320 calories. How do they pack so much flavor in 320 calories is beyond me but I would eat it every day if I could. Priced at 17 dollars a sandwich it is not a cheap meal but you definitely get what you pay for. Add another 5 bucks for a side (either poppy seed slaw or cape cod chips) and a beverage. \n\nI could've probably eaten two more of these suckers but my wallet wouldn't have been happy. I decided to savor the yummy goodness and come back again another time. It was really a great experience overall. Many people prefer lobster rolls cold. Here you get the satisfaction of the warm bun while the fresh chilled sweet lobster sits on top. The service was fantastic from beginning to end. The guy took our order brought it to our table and asked how it was when we left. He was enthusiastic about the product which made me feel good about what I was eating. Luke's Lobster needs to make its way on to Los Angeles because it topped my list of lobster rolls. Simple sweet and delicious. I can't wait to come back."
positive,"I had wanted to dine at Scarpetta since I first laid eyes on Scott Conant via Chopped. The man is downright foxy. My favorite food happens to be pasta too so clearly it was meant to be. \n\nLocated in the swanky Cosmopolitan hotel the first thing you see are cascades of chandeliers and purple backlights throughout the main floor. The restaurant itself is dimly lit with lots of stone and dark accents creating a chic yet inviting space. \n\nI suggest making reservations (we did so through Open Table) and also be sure to ask for a window table if available. Those have a clear view of the strip and Bellagio fountains. Sadly they were all taken the night we went but they sat us as close as they could so we still had a nice view from our seats. \n\nThey start your meal off with a complimentary bread basket and we enjoyed the variety of it. There was sourdough a rosemary focaccia I believe a wheat of some kind and two which were stuffed with goodness including pesto and cheese. Spread on some mascarpone butter or dunk in the citrus olive oil and it completely elevates it to another level. \n\nMy husband couldn't help himself and ordered another after we devoured it. They obliged but seemed surprised by the request. I'm guessing not many people ask for refills. We are carb people what can we say? \n\nI knew ahead of time I would be ordering the $24 plate of tomato and basil spaghetti and it was worth every penny. I'm almost certain I read he doesn't use cream in the sauce but he sure fooled me because it was deliciously silky. When they set our plates down they removed a lid which had sealed in steam to keep the pasta fresh and the aroma automatically made us salivate. It was the sexiest plate of pasta I had ever seen and tasted in my life. \n\nMy husband opted for a vegetable pasta which came dressed in a luxurious truffle zabaglione. When it comes to Italian food he almost always picks a meat dish over pasta but he ate every last bite. \n\nOur dinner was simply impeccable. My expectations were well exceeded and I cannot wait to make a return visit. The staff are wonderfully hospitable and helped make our evening that much more enjoyable."
positive,"Wonderful dinner experience! Easily one of my favorite Italian restaurant in town.\n\nCame here for dinner one night with a good friend of mine and we took advantage of the 3 course dinner offered for restaurant week. Our waiter was awesome! We got a seat not to far from the window and got a small view of the Bellagio fountains. We ordered 2 appetizers 2 entrees to share all were extremely tasty but my favorite had to be the fish crispy on the outside tender and moist on the inside seasoned well and definitely not overcooked. The desserts were amazing too. \n\nOur waiter provided the best service super attentive anticipated our needs refilled our drinks constantly catered to us which is exactly what makes or breaks a meal. Highly recommend!"
positive,"It was pretty much a perfect evening!\n\nWe celebrated our 11 year anniversary here & not sure why it look so long to get here as we've tried everything at The Cosmo except for this place! \n\nWalking in was a little awkward because you go down a very narrow space & pass the bar to get to the beautiful main dining room. It was the perfect combination of feminine & masculine which happens to be my favorite combo for any space! Lots of wood very warm color palette yet there were sexy curves everywhere like the furniture lighting & seating arrangements. Everything about the space was very beautiful. It felt like a man & woman got together to create it. \n\nThe view of the Bellagio Fountains is always stunning as it never gets old for me and the service was on point. Thank you to our waiter for the complimentary champagne & dessert which was banana soufflé (AMAZING)!\n\nNow for the carb overload ~ the classic spaghetti is popular as it should be because it was perfect. Fresh noodles sweet sauce with a hint of basil & garlic. The famous polenta! WOW! Creamy heaven! The duck & foie gras ravioli was beyond decadent and then the short rib & bone marrow agnolotti (climax) I wanted to lick my plate! I was so full but I savored every single little bite as it's possibly one of the top dishes EVER! I still think about it...\n\nHad a few cocktails as well & just sat back & enjoyed ourselves while watching the fountains. It was a beautiful evening & I cannot wait to go back! It's very rare to enjoy everything but I really did."
positive,"A very good friend told me about this Irish pub not too long ago and since then this family-operated establishment has been one of my go-to destinations for live music and Irish cuisine. The atmosphere is dim lit bustling and equipped with several TVs for local sports fans here and there. The décor starts with an open patio and a horseshoe bar surrounded by a score of booths and tables. Last Friday the Sullivan's were on hand to provide the live music that rocked the house.\n\nThe Jinky's Famous Chicken Wings ($8.99) arrived with ten sizable drumettes and they were spicy delicious. The meat was a tad on the dry side and I wished there were a number of actual wings that could appear on the plate. On the other hand the explosive flavor was quite striking addictive and good to share. This is a good dish to order during game day.\n\nTheir Corned Beef and Cabbage ($11.99) came with prime pieces of corned beef boiled cabbage potatoes carrots horseradish sauce and mustard. The thick cuts of corned beef was a tad chewy but there was plenty of flavor to go with the creamy horseradish and pointed mustard seeds. The cabbage and potatoes were sensational. Portions were generous and good for two meals. This is one dish that I would recommend.\n\nThe Grilled Basa ($9.95) came with a strip of perfectly buttery blackened basa. The fish was tender flavorful and had great moisture so it was easy to fork into. This dish also came with a side of garlic mashed potatoes nicely whipped with a mix of potato skin here and there. Fia thought the fish was a tad too salty but we both really liked the mashed potatoes. \n\nService was friendly efficient and fast. My drink was not refilled the first time but service was much improved during my latest visit. The atmosphere really picked up once the Sullivan's came on stage. Eventually it got a bit too loud and hard to chat across the table. A cool spot to catch a game and enjoy their live music. I would be interested in coming back to try their Fish 'n Chips and Irish Whiskey Bread Pudding."
positive,"\"Irish \"was the magic word for our dinner during my Phoenix stay.\n\nFinding its signage was quite easy but parking access may be on the contrary depending on which side of Camelback Rd you're driving at. Upon entering is your typical divey atmosphere obviously focused on European football & other sports of interest.  Instead of sitting at their U-shaped bar seating Daniel L & I sat right across at the traditional seating booths but wherever you'll like to sit beer will (almost) always be there for you.  \n\nBased on his previous visit he recommended me restaurant items such as the Chicken Wings ($8.99) Corned Beef & Cabbage ($11.99) and Grilled Basa ($9.99) which is a type of catfish--and not surprising to discover b\/c it's one of DL's favorite fishes to feast ^_^.  I've decided for us to go ahead & dive for the last 2 items mentioned especially the cow kind b\/c corned beef is also a common meat delicacy in Filipino food--which I used to eat often yet I was nonetheless in awe to taste a European version.\n\nStarting with the pescatarian dish despite the missing word \"or\" between \"blackened\" & \"lemon pepper\" DL chose the former which ultimately turned out to be impeccably smoky without any burnt undertones.  So juicy & so downright ample my only main concern with this filet was that to me it was a bit salty.  On the very bright side & for assuaging this minor prick I ate it with its shockingly delicious mixed veggies or its perfectly fluffy & garlicky mashed potatoes w\/--or even w\/o--its sensational gravy.\n\nNow for the other entree this came along with steamed carrots red potatoes & 2 favorably important sauces for the corned beef: the zesty mustard & the intensely bodacious horseradish.  I must say all the veggies were just as consummately tasty & evenly cooked to awesomely eat together w\/ thick slices of its seriously--yet stunningly--yummy cured meat (I was on vacation; deal with it).  The beef was for the most part tender and because this & the fish dish were so plentiful that leftovers are likely gonna happen to you fellow diner.\n\nWith DL's recommendation & a confident yet unexpected \"Good Choice\" comment from our waitress--and now 3rd time's the charm =P--the Irish Corned Beef Cabbage should be one of your dinner delectables that you can merry yourself with some desired beer.  Other hearsay includes their Fish-&-Chips & the Irish Whiskey Bread Pudding that we will undoubtedly & brazenly order when we'll ring back to Rosie.  3.5 stars for my visit but may luck be ever in your favor here xD!"
